"","injuries","crash_date","crash_hour","report_type","num_units","posted_speed_limit","weather_condition","lighting_condition","roadway_surface_cond","first_crash_type","trafficway_type","prim_contributory_cause","latitude","longitude"
"121","none",2021-11-24 14:15:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","NOT APPLICABLE",41.808378408,-87.684570717
"122","none",2021-11-24 14:15:00,14,"UNKNOWN",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","ONE-WAY","IMPROPER OVERTAKING/PASSING",41.889952971,-87.628156883
"123","none",2021-11-24 14:10:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.959539276,-87.688483804
"124","none",2021-11-24 14:10:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",42.011477178,-87.812381851
"125","none",2021-11-24 14:10:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLOUDY/OVERCAST","DAYLIGHT","UNKNOWN","ANGLE","ONE-WAY","IMPROPER OVERTAKING/PASSING",41.949539439,-87.646898622
"126","none",2021-11-24 14:06:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","UNABLE TO DETERMINE",41.92866979,-87.687922236
"127","injuries",2021-11-24 14:05:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.722240083,-87.599591671
"128","none",2021-11-24 14:00:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","IMPROPER OVERTAKING/PASSING",41.856525724,-87.630342886
"129","none",2021-11-24 14:00:00,14,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","ANGLE","NOT DIVIDED","DISREGARDING STOP SIGN",41.78554896,-87.61836548
"130","none",2021-11-24 14:00:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","NOT APPLICABLE",41.933550147,-87.71451812
"131","none",2021-11-24 13:45:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.998002162,-87.680284932
"132","none",2021-11-24 13:40:00,13,"ON SCENE",1,15,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","PARKING LOT","UNABLE TO DETERMINE",41.796019624,-87.759683367
"133","none",2021-11-24 13:37:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER BACKING",41.799217682,-87.723187665
"134","none",2021-11-24 13:30:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.925019154,-87.686808389
"135","none",2021-11-24 13:30:00,13,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.976198814,-87.675413923
"136","none",2021-11-24 13:14:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.766333528,-87.578455674
"137","none",2021-11-24 13:00:00,13,"NOT ON SCENE (DESK REPORT)",2,5,"CLEAR","DAYLIGHT","DRY","REAR TO SIDE","PARKING LOT","IMPROPER BACKING",41.992771129,-87.660499753
"138","none",2021-11-24 13:00:00,13,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.90994655,-87.729950371
"139","none",2021-11-24 13:00:00,13,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.867571015,-87.630586474
"140","none",2021-11-24 13:00:00,13,"NOT ON SCENE (DESK REPORT)",2,15,"CLEAR","DAYLIGHT","UNKNOWN","REAR TO REAR","PARKING LOT","UNABLE TO DETERMINE",41.779920047,-87.640925511
"141","none",2021-11-24 13:00:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","PARKING LOT","UNABLE TO DETERMINE",41.779920047,-87.640925511
"142","none",2021-11-24 12:48:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","REAR TO FRONT","NOT DIVIDED","IMPROPER BACKING",41.810043058,-87.704564407
"143","none",2021-11-24 12:48:00,12,"ON SCENE",2,45,"CLEAR","DAYLIGHT","DRY","REAR END","OTHER","FOLLOWING TOO CLOSELY",41.953766077,-87.914197073
"144","none",2021-11-24 12:45:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.6777673,-87.636113424
"145","none",2021-11-24 12:25:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.839264146,-87.637928668
"146","none",2021-11-24 12:25:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER LANE USAGE",41.98734315,-87.807045627
"147","none",2021-11-24 12:20:00,12,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.966262175,-87.751233137
"148","none",2021-11-24 12:15:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","PARKED MOTOR VEHICLE","UNKNOWN","UNABLE TO DETERMINE",41.919001812,-87.67629649
"149","none",2021-11-24 12:10:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","ANGLE","UNKNOWN","UNABLE TO DETERMINE",41.925036971,-87.66851499
"150","none",2021-11-24 12:00:00,12,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","UNKNOWN","PEDALCYCLIST","NOT DIVIDED","UNABLE TO DETERMINE",41.845206094,-87.655421985
"151","none",2021-11-24 12:00:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.712538511,-87.535423092
"152","none",2021-11-24 12:00:00,12,"NOT ON SCENE (DESK REPORT)",2,5,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","OTHER","IMPROPER BACKING",41.866140868,-87.73508956
"153","none",2021-11-24 11:58:00,11,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.827703677,-87.626630219
"154","none",2021-11-24 11:45:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","CENTER TURN LANE","UNABLE TO DETERMINE",41.791684086,-87.723263286
"155","none",2021-11-24 11:25:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","DISREGARDING TRAFFIC SIGNALS",41.808503315,-87.683728842
"156","injuries",2021-11-24 11:23:00,11,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","ANGLE","FOUR WAY","UNABLE TO DETERMINE",41.761271634,-87.660632023
"157","none",2021-11-24 11:20:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.910940644,-87.648419043
"158","none",2021-11-24 11:17:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN BARRIER","RELATED TO BUS STOP",41.842128654,-87.617724017
"159","none",2021-11-24 11:11:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.798414947,-87.622414702
"160","none",2021-11-24 11:10:00,11,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","UNKNOWN","TURNING","FOUR WAY","UNABLE TO DETERMINE",41.756897173,-87.586234285
"161","none",2021-11-24 11:04:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","IMPROPER TURNING/NO SIGNAL",41.75683988,-87.585630757
"162","none",2021-11-24 11:00:00,11,"NOT ON SCENE (DESK REPORT)",3,35,"CLEAR","DAYLIGHT","DRY","REAR END","FOUR WAY","FOLLOWING TOO CLOSELY",41.874007766,-87.686382607
"163","none",2021-11-24 11:00:00,11,"NOT ON SCENE (DESK REPORT)",1,10,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","PARKING LOT","NOT APPLICABLE",41.779152451,-87.698330615
"164","none",2021-11-24 11:00:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO REDUCE SPEED TO AVOID CRASH",41.898453242,-87.765376594
"165","none",2021-11-24 10:59:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","FOUR WAY","DISREGARDING TRAFFIC SIGNALS",41.880662868,-87.630999233
"166","none",2021-11-24 10:58:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","PHYSICAL CONDITION OF DRIVER",41.941281515,-87.727200986
"167","none",2021-11-24 10:58:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","UNABLE TO DETERMINE",41.816721626,-87.606853565
"168","none",2021-11-24 10:45:00,10,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.878023455,-87.745044687
"169","none",2021-11-24 10:37:00,10,"NOT ON SCENE (DESK REPORT)",2,35,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER","IMPROPER OVERTAKING/PASSING",41.722257273,-87.585275565
"170","none",2021-11-24 10:31:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.837092457,-87.718704521
"171","none",2021-11-24 10:30:00,10,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.91703609,-87.636185724
"172","none",2021-11-24 10:20:00,10,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","ANGLE","FOUR WAY","FAILING TO YIELD RIGHT-OF-WAY",41.876671628,-87.654626239
"173","none",2021-11-24 10:15:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.98477952,-87.768450567
"174","none",2021-11-24 10:15:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.736861592,-87.597445103
"175","none",2021-11-24 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,5,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","PARKING LOT","IMPROPER BACKING",41.870908219,-87.757427819
"176","none",2021-11-24 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.879322722,-87.700042155
"177","none",2021-11-24 09:57:00,9,"ON SCENE",2,30,"CLEAR","UNKNOWN","DRY","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.763542833,-87.576980878
"178","injuries",2021-11-24 09:55:00,9,"ON SCENE",2,30,"CLOUDY/OVERCAST","DAYLIGHT","DRY","PEDESTRIAN","FOUR WAY","FAILING TO YIELD RIGHT-OF-WAY",41.916951354,-87.736471987
"179","none",2021-11-24 09:40:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","OTHER","IMPROPER BACKING",41.816940822,-87.600483498
"180","injuries",2021-11-24 09:35:00,9,"ON SCENE",2,20,"CLEAR","DAYLIGHT","DRY","PEDESTRIAN","ONE-WAY","UNABLE TO DETERMINE",41.761210845,-87.642942151
"181","none",2021-11-24 09:12:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.791609872,-87.703355598
"182","none",2021-11-24 09:00:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","UNABLE TO DETERMINE",41.89532082,-87.625620099
"183","none",2021-11-24 09:00:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.777930259,-87.762363787
"184","none",2021-11-24 09:00:00,9,"NOT ON SCENE (DESK REPORT)",2,20,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.660939382,-87.636399281
"185","none",2021-11-24 09:00:00,9,"NOT ON SCENE (DESK REPORT)",2,15,"CLEAR","UNKNOWN","DRY","PARKED MOTOR VEHICLE","PARKING LOT","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.887556041,-87.619655093
"186","none",2021-11-24 08:45:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.858793795,-87.685673133
"187","none",2021-11-24 08:30:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.866931249,-87.65395861
"188","none",2021-11-24 08:27:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",41.772030915,-87.673859538
"189","none",2021-11-24 08:15:00,8,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.997457126,-87.765820719
"190","none",2021-11-24 08:00:00,8,"NOT ON SCENE (DESK REPORT)",2,10,"UNKNOWN","UNKNOWN","UNKNOWN","REAR TO FRONT","OTHER","IMPROPER BACKING",41.808054268,-87.703825541
"191","none",2021-11-24 07:58:00,7,"ON SCENE",2,15,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","PARKING LOT","IMPROPER BACKING",41.911013149,-87.638017712
"192","none",2021-11-24 07:15:00,7,"ON SCENE",2,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.716013138,-87.656664271
"193","none",2021-11-24 07:00:00,7,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","T-INTERSECTION","UNABLE TO DETERMINE",41.780414221,-87.611966781
"194","none",2021-11-24 06:45:00,6,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","TURNING","ALLEY","IMPROPER TURNING/NO SIGNAL",41.926071295,-87.643822717
"195","injuries",2021-11-24 06:40:00,6,"ON SCENE",1,35,"CLEAR","DAWN","DRY","FIXED OBJECT","NOT DIVIDED","PHYSICAL CONDITION OF DRIVER",41.910875206,-87.65864438
"196","none",2021-11-24 06:40:00,6,"ON SCENE",2,25,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","IMPROPER TURNING/NO SIGNAL",41.713956108,-87.654522359
"197","none",2021-11-24 05:30:00,5,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","NOT DIVIDED","UNABLE TO DETERMINE",41.797257983,-87.704949826
"198","none",2021-11-24 05:20:00,5,"ON SCENE",3,25,"CLEAR","DAWN","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","IMPROPER LANE USAGE",41.784121168,-87.732937394
"199","none",2021-11-24 05:20:00,5,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","UNKNOWN","REAR END","FOUR WAY","FOLLOWING TOO CLOSELY",41.790028857,-87.703604288
"200","none",2021-11-24 05:00:00,5,"ON SCENE",1,20,"CLEAR","UNKNOWN","DRY","OTHER OBJECT","UNKNOWN","UNABLE TO DETERMINE",41.872580662,-87.754651927
"201","none",2021-11-24 03:00:00,3,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","T-INTERSECTION","FAILING TO YIELD RIGHT-OF-WAY",41.836278959,-87.736466337
"202","injuries",2021-11-24 02:10:00,2,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","FOUR WAY","DISREGARDING STOP SIGN",41.764343255,-87.566632526
"203","injuries",2021-11-24 02:00:00,2,"ON SCENE",1,40,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.91103585,-87.626151294
"204","none",2021-11-24 01:55:00,1,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","FIVE POINT, OR MORE","DISREGARDING TRAFFIC SIGNALS",41.939739573,-87.668810056
"205","injuries",2021-11-24 01:53:00,1,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PEDALCYCLIST","NOT DIVIDED","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.895542589,-87.719182752
"206","injuries",2021-11-24 01:48:00,1,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","FOUR WAY","UNABLE TO DETERMINE",41.871112378,-87.686310262
"207","none",2021-11-24 01:48:00,1,"ON SCENE",1,15,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER","WEATHER",41.778333923,-87.752910396
"208","none",2021-11-24 01:00:00,1,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","IMPROPER LANE USAGE",41.891549102,-87.62873212
"209","injuries",2021-11-24 00:46:00,0,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","DIVIDED - W/MEDIAN BARRIER","DISREGARDING TRAFFIC SIGNALS",41.769649815,-87.58638311
"210","none",2021-11-24 00:00:00,0,"ON SCENE",3,25,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.928476802,-87.71101033
"211","none",2021-11-23 23:13:00,23,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","FOUR WAY","DISREGARDING TRAFFIC SIGNALS",41.890756284,-87.686737055
"212","none",2021-11-23 23:04:00,23,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.818349017,-87.724096405
"213","none",2021-11-23 22:34:00,22,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.975355803,-87.65189745
"214","none",2021-11-23 22:15:00,22,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","T-INTERSECTION","UNABLE TO DETERMINE",42.006298987,-87.76189082
"215","none",2021-11-23 22:15:00,22,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","FOLLOWING TOO CLOSELY",41.897605211,-87.68703654
"216","none",2021-11-23 22:10:00,22,"ON SCENE",2,15,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.788571217,-87.685259731
"217","none",2021-11-23 22:00:00,22,"ON SCENE",1,20,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","FIXED OBJECT","NOT DIVIDED","NOT APPLICABLE",41.795995041,-87.793045629
"218","none",2021-11-23 21:50:00,21,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","DARKNESS, LIGHTED ROAD","UNKNOWN","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER LANE USAGE",41.954783614,-87.668916425
"219","none",2021-11-23 21:30:00,21,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","DISREGARDING TRAFFIC SIGNALS",41.881995405,-87.735370143
"220","none",2021-11-23 21:16:00,21,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",42.011977026,-87.698987208
"221","injuries",2021-11-23 21:06:00,21,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PEDESTRIAN","ONE-WAY","FAILING TO YIELD RIGHT-OF-WAY",41.780024741,-87.630004167
"222","none",2021-11-23 20:50:00,20,"NOT ON SCENE (DESK REPORT)",2,0,"CLEAR","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.938593074,-87.756413227
"223","injuries",2021-11-23 20:42:00,20,"ON SCENE",1,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","FIXED OBJECT","NOT DIVIDED","NOT APPLICABLE",41.793017623,-87.723298501
"224","injuries",2021-11-23 20:35:00,20,"ON SCENE",1,30,"CLEAR","DUSK","DRY","FIXED OBJECT","NOT DIVIDED","PHYSICAL CONDITION OF DRIVER",41.751630903,-87.582788577
"225","injuries",2021-11-23 20:30:00,20,"ON SCENE",3,35,"CLEAR","DARKNESS","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.940071871,-87.730308643
"226","none",2021-11-23 20:30:00,20,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","FOLLOWING TOO CLOSELY",41.896790572,-87.624380655
"227","none",2021-11-23 20:16:00,20,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.942417768,-87.666463719
"228","none",2021-11-23 20:14:00,20,"ON SCENE",3,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.925921785,-87.756065821
"229","none",2021-11-23 20:10:00,20,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","NOT DIVIDED","IMPROPER TURNING/NO SIGNAL",41.855406231,-87.625704238
"230","none",2021-11-23 20:08:00,20,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.919922085,-87.635600473
"231","none",2021-11-23 19:51:00,19,"ON SCENE",2,30,"CLEAR","DUSK","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO REDUCE SPEED TO AVOID CRASH",41.924572574,-87.726919111
"232","injuries",2021-11-23 19:49:00,19,"ON SCENE",2,30,"CLEAR","DUSK","DRY","PEDALCYCLIST","FOUR WAY","UNABLE TO DETERMINE",41.929256688,-87.785795165
"233","none",2021-11-23 19:45:00,19,"ON SCENE",3,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","SIDESWIPE OPPOSITE DIRECTION","NOT DIVIDED","PHYSICAL CONDITION OF DRIVER",41.855817337,-87.695431466
"234","none",2021-11-23 19:45:00,19,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.94713359,-87.666754728
"235","injuries",2021-11-23 19:40:00,19,"ON SCENE",4,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","FOUR WAY","DISREGARDING TRAFFIC SIGNALS",41.837132671,-87.704967115
"236","none",2021-11-23 19:37:00,19,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.756913761,-87.722028314
"237","none",2021-11-23 19:35:00,19,"ON SCENE",2,35,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","DISREGARDING TRAFFIC SIGNALS",41.703109898,-87.657542474
"238","none",2021-11-23 19:30:00,19,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS","DRY","REAR END","NOT DIVIDED","NOT APPLICABLE",41.781989656,-87.742555082
"239","none",2021-11-23 19:15:00,19,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","SIDESWIPE OPPOSITE DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.992419251,-87.658929464
"240","injuries",2021-11-23 19:15:00,19,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.966210469,-87.65782791
"241","injuries",2021-11-23 19:13:00,19,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PEDALCYCLIST","NOT DIVIDED","IMPROPER LANE USAGE",41.931659455,-87.745398006
"242","injuries",2021-11-23 19:05:00,19,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","FOUR WAY","IMPROPER TURNING/NO SIGNAL",41.973394811,-87.747794014
